"","danceability","energy","loudness","mode","speechiness","instrumentalness","valence","tempo","track.duration_ms","track.explicit","track.popularity","track.name","key_name","track.album.release_date","mode_name","key_mode"
"91",0.678,0.806,-3.334,1,0.0648,0,0.614,183.984,227480,FALSE,72,"Amigos Con Derechos","C#","2019-05-31","major","C# major"
"92",0.433,0.724,-6.126,0,0.0372,0,0.689,174.006,268105,FALSE,73,"Lost on You","F","2017-05-05","minor","F minor"
"93",0.715,0.872,-3.501,1,0.0547,0.000146,0.682,96.939,212493,FALSE,68,"Créeme","F#","2018-11-02","major","F# major"
"94",0.744,0.804,-6.327,1,0.0677,0,0.426,104.823,205714,FALSE,74,"Me Rehúso","C#","2017-06-16","major","C# major"
"95",0.687,0.792,-2.749,1,0.0452,0,0.671,100.015,214289,FALSE,83,"Happier","F","2018-08-17","major","F major"
"96",0.709,0.483,-3.734,1,0.0281,2.33e-06,0.834,123.566,234198,FALSE,69,"En Peligro de Extinción","C","2018-06-18","major","C major"
"97",0.741,0.52,-7.513,1,0.0656,1.97e-06,0.347,102.998,171029,FALSE,80,"Dancing With A Stranger (with Normani)","G#","2019-01-11","major","G# major"
"98",0.694,0.77,-5.335,1,0.149,1.1e-05,0.163,125.905,184560,FALSE,80,"In My Mind","F#","2018-06-08","major","F# major"
"99",0.747,0.74,-4.325,0,0.191,9.94e-05,0.552,176.059,158800,FALSE,68,"Reggaeton","E","2018-11-17","minor","E minor"
"100",0.796,0.499,-6.166,0,0.0404,0,0.798,93.99,266015,FALSE,71,"Nunca Es Suficiente","D","2018-06-08","minor","D minor"
"101",0.78,0.877,-3.683,0,0.0427,2.36e-06,0.909,133.263,191973,FALSE,76,"Ahora Te Puedes Marchar","F#","1987-07-15","minor","F# minor"
"102",0.62,0.695,-2.979,1,0.0298,1.5e-05,0.921,143.927,188661,FALSE,68,"A Través Del Vaso","F","2017-10-25","major","F major"
"103",0.772,0.732,-3.713,0,0.213,5.14e-06,0.295,100.048,254383,FALSE,68,"Cuando Te Besé","A","2018-08-02","minor","A minor"
"104",0.754,0.805,-4.249,1,0.0752,0,0.555,93.982,176133,FALSE,72,"Vaina Loca","F#","2018-08-24","major","F# major"
